Year,GeoTypeName,Borough,Geography,Geography ID,Indicator Name,10th Percentile (ppb),90th Percentile (ppb),Mean (ppb),Note 1,Note 2,Note 3
2012,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),24.3,42,32.8,,,
2013,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),29.2,45.3,36.9,,,
2014,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),23.3,37.1,30,,,
2015,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),16.8,29,22.1,,,
2016,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),15,25.9,19.7,,,
2017,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),14.6,24.9,19.2,,,
2018,Neighborhood (UHF 42),Manhattan, Upper West Side,304,Nitric Oxide (NO),12.1,15.6,13.8,,,
2010,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),22.3,37.9,30.3,,,
2011,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),17.7,31.6,24.9,,,
2012,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),15.5,28.4,22.1,,,
2013,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),19.4,32.2,26,,,
2014,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),15.3,26.7,21.1,,,
2015,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),12.8,20.3,16.5,,,
2016,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),11.7,18.1,14.9,,,
2017,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),12.1,20.1,15.7,,,
2018,Neighborhood (UHF 42),Manhattan, Washington Heights,301,Nitric Oxide (NO),10.3,17.9,13.3,,,
2010,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),21.4,29.8,25.3,,,
2011,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),16,23.9,19.6,,,
2012,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),14.1,21.6,17.5,,,
2013,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),18.7,26.3,22.3,,,
2014,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),16.2,22.7,19.3,,,
2015,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),14.8,19.7,17.2,,,
2016,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),12.5,16.4,14.4,,,
2017,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),11.3,14.6,12.9,,,
2018,Neighborhood (UHF 42),Queens, West Queens,402,Nitric Oxide (NO),9.8,24.4,13.9,,,
2010,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),23.6,28.8,25.9,,,
2011,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),17.6,22,19.7,,,
2012,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),15,18.9,17.1,,,
2013,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),20.6,24.5,22.7,,,
2014,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),17.7,20.6,19.1,,,
2015,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),17.5,20.2,18.8,,,
2016,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),15,17.4,16.2,,,
2017,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),14.5,17.2,15.7,,,
2018,Neighborhood (UHF 42),Brooklyn, Williamsburg - Bushwick,211,Nitric Oxide (NO),10.6,25.8,15.7,,,
2010,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),12.3,19.1,15.1,,,
2011,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),10.8,16.8,13.2,,,
2012,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),8.9,14.9,11.3,,,
2013,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),10.4,17.3,13,,,
2014,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),8.5,15.2,11.3,,,
2015,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),9.2,13.1,10.7,,,
2016,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),7.2,10.5,8.5,,,
2017,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),6.7,9.3,7.7,,,
2018,Neighborhood (UHF 42),Staten Island, Willowbrook,503,Nitric Oxide (NO),6.3,8,7,,,
2010,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),17.8,27.8,22.3,,,
2011,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),13.9,23.2,17.9,,,
2012,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),12.2,21,15.9,,,
2013,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),15.8,24.5,19.5,,,
2014,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),13.8,22.4,17.5,,,
2015,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),13.2,19.5,15.7,,,
2016,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),11.3,16.4,13.3,,,
2017,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),10.1,13.8,11.7,,,
2018,Neighborhood (Community District),Brooklyn, Bay Ridge and Dyker Heights (CD10),310,Nitric Oxide (NO),8.8,11.2,9.8,,,
2010,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),20.4,27.1,23.2,,,
2011,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),15.2,21.9,18.1,,,
2012,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),13.7,20.4,16.5,,,
2013,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),14.6,21.3,17.3,,,
2014,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),14.8,21.3,17.4,,,
2015,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),13.4,17.7,15.1,,,
2016,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),10.5,13.5,11.8,,,
2017,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),9.2,10.8,9.9,,,
2018,Neighborhood (Community District),Queens, Bayside and Little Neck (CD11),411,Nitric Oxide (NO),9.8,11.6,10.6,,,
2010,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),23.2,28.1,25.4,,,
2011,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),17.3,22.1,19.4,,,
2012,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),14.7,19.5,16.9,,,
2013,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),20.2,25.3,22.4,,,
2014,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),17.8,22,19.5,,,
2015,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),17.5,21.2,19,,,
2016,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),15,18.4,16.4,,,
2017,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),14.7,17.8,15.9,,,
2018,Neighborhood (Community District),Brooklyn, Bedford Stuyvesant (CD3),303,Nitric Oxide (NO),10.4,13.8,11.8,,,
2010,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),23.8,31.3,27.5,,,
2011,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),18.8,26.2,22.4,,,
2012,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),16.8,24.1,20.2,,,
2013,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),19.9,27.3,23.4,,,
2014,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),16.9,24.1,20,,,
2015,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),14.4,19,16.5,,,
2016,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),12.9,16.4,14.6,,,
2017,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),12,15.4,13.7,,,
2018,Neighborhood (Community District),Bronx, Belmont and East Tremont (CD6),206,Nitric Oxide (NO),10.7,13.9,12.4,,,
2010,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),19,23.7,21.4,,,
2011,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),15.2,19.5,17.4,,,
2012,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),13.6,17.6,15.5,,,
2013,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),16.4,20.4,18.4,,,
2014,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),15.2,18.6,16.9,,,
2015,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),13.9,16,14.9,,,
2016,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),11.7,13.5,12.5,,,
2017,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),10.3,12.1,11.2,,,
2018,Neighborhood (Community District),Brooklyn, Bensonhurst (CD11),311,Nitric Oxide (NO),8.7,9.4,9,,,
2010,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),20.3,25.4,22.6,,,
2011,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),15.8,20.3,17.9,,,
2012,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),14,18.4,15.9,,,
2013,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),17.8,22.3,19.8,,,
2014,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),15.8,19.7,17.5,,,
2015,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),14.9,17.6,16.1,,,
2016,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),12.6,15.1,13.8,,,
2017,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),11.6,14.5,12.9,,,
2018,Neighborhood (Community District),Brooklyn, Borough Park (CD12),312,Nitric Oxide (NO),9.1,10.8,10,,,
2010,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),21.9,26.9,24.4,,,
2011,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),16.5,21.1,18.8,,,
2012,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),14.1,18.7,16.4,,,
2013,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),18.8,23.5,21.2,,,
2014,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),17,20.9,18.9,,,
2015,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),16.7,19.8,18.3,,,
2016,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),14,16.5,15.3,,,
2017,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),13.7,15.7,14.7,,,
2018,Neighborhood (Community District),Brooklyn, Brownsville (CD16),316,Nitric Oxide (NO),10.4,14.4,11.9,,,
2010,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),22.7,29,25.8,,,
2011,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),17.1,21.9,19.5,,,
2012,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),14.9,18.7,16.9,,,
2013,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),20.1,24,22.2,,,
2014,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),17.3,20.4,18.9,,,
2015,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),17,20.1,18.5,,,
2016,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),14.3,17.1,15.8,,,
2017,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),13.8,16.3,15.2,,,
2018,Neighborhood (Community District),Brooklyn, Bushwick (CD4),304,Nitric Oxide (NO),10.4,17.9,12.9,,,
2010,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),27.8,34.4,31.4,,,
2011,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),22.3,27.7,25.3,,,
2012,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),19.7,24.5,22.4,,,
2013,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),24.4,29,26.9,,,
2014,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),19.4,23.1,21.4,,,
2015,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),15.8,18.4,17.2,,,
2016,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),14,16.5,15.4,,,
2017,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),13.8,16.3,15.1,,,
2018,Neighborhood (Community District),Manhattan, Central Harlem (CD10),110,Nitric Oxide (NO),11.9,14.5,12.8,,,
2010,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),27.7,58.8,42.7,,,
2011,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),22.4,49.6,35.7,,,
2012,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),19.9,44.4,32.1,,,
2013,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),26.3,48.8,37.5,,,
2014,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),20.9,40.5,30.8,,,
2015,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),17.6,36.4,27,,,
2016,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),15.5,32.2,23.9,,,
2017,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),14.8,28.9,22,,,
2018,Neighborhood (Community District),Manhattan, Clinton and Chelsea (CD4),104,Nitric Oxide (NO),12.7,18.2,15.3,,,
2010,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),16.8,22.6,19.2,,,
2011,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),13.9,19.1,16.1,,,
2012,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),12.4,17.3,14.4,,,
2013,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),14.1,18.8,16.1,,,
2014,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),13.6,18.2,15.6,,,
2015,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),12.5,15.5,13.7,,,
2016,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),10.2,12.6,11.2,,,
2017,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),8.7,10.8,9.6,,,
2018,Neighborhood (Community District),Brooklyn, Coney Island (CD13),313,Nitric Oxide (NO),8.3,9.7,8.9,,,
2010,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),25,31.4,27.9,,,
2011,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),19.1,24.6,21.6,,,
2012,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),16.7,21.7,18.9,,,
2013,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),21.9,26.8,24.1,,,
2014,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),18.9,22.9,20.6,,,
2015,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),18.4,21.8,19.9,,,
2016,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),15.7,18.9,17.1,,,
2017,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),15.6,18.2,16.7,,,
2018,Neighborhood (Community District),Brooklyn, Crown Heights and Prospect Heights (CD8),308,Nitric Oxide (NO),10.8,12.7,11.8,,,
2010,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),20.4,29,24.7,,,
2011,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),15.6,23.5,19.5,,,
2012,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),13.7,21.3,17.5,,,
2013,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),18,25.8,21.9,,,
2014,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),15.9,23.1,19.4,,,
2015,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),15.5,21.1,18.2,,,
2016,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),13.1,17.7,15.3,,,
2017,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),12.5,16.4,14.4,,,
2018,Neighborhood (Community District),Brooklyn, East Flatbush (CD17),317,Nitric Oxide (NO),9.3,11.4,10.3,,,
2010,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),26.8,37,31.9,,,
2011,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),21.6,30.9,26.2,,,
2012,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),19.3,27.9,23.5,,,
2013,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),24.3,32.6,28.3,,,
2014,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),19.8,27.1,23.4,,,
2015,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),16.1,21.5,18.6,,,
2016,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),14.1,18.8,16.2,,,
2017,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),13,17.7,15.2,,,
2018,Neighborhood (Community District),Manhattan, East Harlem (CD11),111,Nitric Oxide (NO),11.9,14.7,13.1,,,
2010,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),20.6,28.3,24,,,
2011,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),15.4,22.9,18.6,,,
2012,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),13.5,20.8,16.6,,,
2013,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),17.6,25,20.8,,,
2014,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),15.5,22.9,18.7,,,
2015,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),15.4,21.6,18.1,,,
2016,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),12.6,17.2,14.6,,,
2017,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),11.9,14.6,13.3,,,
2018,Neighborhood (Community District),Brooklyn, East New York and Starrett City (CD5),305,Nitric Oxide (NO),9.4,12.7,10.9,,,
2010,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),22.6,30.5,26.4,,,
2011,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),17,24.6,20.6,,,
2012,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),14.9,22.3,18.5,,,
2013,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),19,26.6,22.9,,,
2014,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),17,23.7,20.1,,,
2015,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),15.6,20.5,17.8,,,
2016,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),12.9,16.7,14.7,,,
2017,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),11.8,14.9,13.1,,,
2018,Neighborhood (Community District),Queens, Elmhurst and Corona (CD4),404,Nitric Oxide (NO),10,11.8,10.8,,,
2010,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),31.2,47.8,38.7,,,
2011,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),25.4,40.1,32.3,,,
2012,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),22.9,36.9,29.4,,,
2013,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),29,42.1,35.2,,,
2014,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),24.1,35.8,29.7,,,
2015,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),20.6,33.3,25.8,,,
2016,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),18.2,29.6,22.9,,,
2017,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),17.6,26.9,21.4,,,
2018,Neighborhood (Community District),Manhattan, Financial District (CD1),101,Nitric Oxide (NO),13.4,15.9,14.7,,,
2010,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),21.8,29.9,25.2,,,
2011,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),17.3,24.2,20.3,,,
2012,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),15.6,21.9,18.3,,,
2013,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),19.1,26.1,22.1,,,
2014,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),17.2,22.9,19.6,,,
2015,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),15.5,20.1,17.4,,,
2016,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),13,17.2,14.7,,,
2017,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),11.8,16.3,13.7,,,
2018,Neighborhood (Community District),Brooklyn, Flatbush and Midwood (CD14),314,Nitric Oxide (NO),9,10.3,9.6,,,
2010,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),18.7,23.4,20.8,,,
2011,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),14.8,18.8,16.4,,,
2012,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),13.3,17.1,14.8,,,
2013,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),16.1,20.8,18.1,,,
2014,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),14.8,19.1,16.7,,,
2015,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),13.8,17.4,15.5,,,
2016,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),11.2,14.3,12.7,,,
2017,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),9.6,13.1,11.4,,,
2018,Neighborhood (Community District),Brooklyn, Flatlands and Canarsie (CD18),318,Nitric Oxide (NO),8,11.4,9.4,,,
2010,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),19.8,28.1,23,,,
2011,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),14.7,22.5,17.8,,,
2012,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),13,20.6,16,,,
2013,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),15.3,23.2,18.3,,,
2014,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),14.5,21.6,17.2,,,
2015,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),13.3,18.4,15.2,,,
2016,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),10.9,14.9,12.4,,,
2017,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),9.6,13.1,10.9,,,
2018,Neighborhood (Community District),Queens, Flushing and Whitestone (CD7),407,Nitric Oxide (NO),9.6,14.9,11.5,,,
2010,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),26.9,35.2,31.6,,,
2011,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),22.1,29.6,26.3,,,
2012,Neighborhood (Community District),Bronx, Fordham and University Heights (CD5),205,Nitric Oxide (NO),19.8,26.8,23.7,,,
